Dist Name,Crop,Area(1000 ha),Production(1000 tons),Total Rainfall,Avg Temp
Ahmednagar,RICE,10.3,12.6,261.0,20.586875
Ahmednagar,KHARIF SORGHUM,5.5,6.7,261.0,20.586875
Ahmednagar,PEARL MILLET,343.3,191.4,261.0,20.586875
Ahmednagar,MAIZE,10.4,15.6,261.0,20.586875
Ahmednagar,FINGER MILLET,3.6,2.9,261.0,20.586875
Ahmednagar,PIGEONPEA,21.3,7.7,261.0,20.586875
Ahmednagar,MINOR PULSES,45.7,8.4,261.0,20.586875
Ahmednagar,GROUNDNUT,15.0,26.4,261.0,20.586875
Ahmednagar,SESAMUM,1.3,0.2,261.0,20.586875
Ahmednagar,SUNFLOWER,15.7,7.7,261.0,20.586875
Ahmednagar,SOYABEAN,3.8,3.1,261.0,20.586875
Ahmednagar,OILSEEDS,84.9,56.7,261.0,20.586875
Ahmednagar,SUGARCANE,42.3,368.09,261.0,20.586875
Ahmednagar,COTTON,4.1,1.28,261.0,20.586875
Ahmednagar,RICE,10.3,12.6,261.0,20.586875
Ahmednagar,KHARIF SORGHUM,5.5,6.7,261.0,20.586875
Ahmednagar,PEARL MILLET,343.3,191.4,261.0,20.586875
Ahmednagar,MAIZE,10.4,15.6,261.0,20.586875
Ahmednagar,FINGER MILLET,3.6,2.9,261.0,20.586875
Ahmednagar,PIGEONPEA,21.3,7.7,261.0,20.586875
Ahmednagar,MINOR PULSES,45.7,8.4,261.0,20.586875
Ahmednagar,GROUNDNUT,15.0,26.4,261.0,20.586875
Ahmednagar,SESAMUM,1.3,0.2,261.0,20.586875
Ahmednagar,SUNFLOWER,15.7,7.7,261.0,20.586875
Ahmednagar,SOYABEAN,3.8,3.1,261.0,20.586875
Ahmednagar,OILSEEDS,84.9,56.7,261.0,20.586875
Ahmednagar,SUGARCANE,42.3,368.09,261.0,20.586875
Ahmednagar,COTTON,4.1,1.28,261.0,20.586875
Akola,RICE,3.3,1.8,384.2,22.08
Akola,KHARIF SORGHUM,207.7,311.2,384.2,22.08
Akola,PEARL MILLET,5.0,2.1,384.2,22.08
Akola,MAIZE,0.8,1.2,384.2,22.08
Akola,FINGER MILLET,0.0,0.0,384.2,22.08
Akola,PIGEONPEA,80.1,63.5,384.2,22.08
Akola,MINOR PULSES,212.5,87.9,384.2,22.08
Akola,GROUNDNUT,3.7,2.3,384.2,22.08
Akola,SESAMUM,6.0,2.0,384.2,22.08
Akola,SUNFLOWER,18.7,4.2,384.2,22.08
Akola,SOYABEAN,40.5,49.6,384.2,22.08
Akola,OILSEEDS,107.8,56.0,384.2,22.08
Akola,SUGARCANE,2.4,25.89,384.2,22.08
Akola,COTTON,360.9,30.69,384.2,22.08
Akola,RICE,3.3,1.8,384.2,22.08
Akola,KHARIF SORGHUM,207.7,311.2,384.2,22.08
Akola,PEARL MILLET,5.0,2.1,384.2,22.08
Akola,MAIZE,0.8,1.2,384.2,22.08
Akola,FINGER MILLET,0.0,0.0,384.2,22.08
Akola,PIGEONPEA,80.1,63.5,384.2,22.08
Akola,MINOR PULSES,212.5,87.9,384.2,22.08
Akola,GROUNDNUT,3.7,2.3,384.2,22.08
Akola,SESAMUM,6.0,2.0,384.2,22.08
Akola,SUNFLOWER,18.7,4.2,384.2,22.08
Akola,SOYABEAN,40.5,49.6,384.2,22.08
Akola,OILSEEDS,107.8,56.0,384.2,22.08
Akola,SUGARCANE,2.4,25.89,384.2,22.08
Akola,COTTON,360.9,30.69,384.2,22.08
Amarawati,RICE,9.0,5.5,651.0,21.5434375
Amarawati,KHARIF SORGHUM,124.4,181.3,651.0,21.5434375
Amarawati,PEARL MILLET,2.0,0.8,651.0,21.5434375
Amarawati,MAIZE,0.7,1.0,651.0,21.5434375
Amarawati,FINGER MILLET,0.0,0.0,651.0,21.5434375
Amarawati,PIGEONPEA,78.5,57.7,651.0,21.5434375
Amarawati,MINOR PULSES,63.6,23.7,651.0,21.5434375
Amarawati,GROUNDNUT,13.1,11.7,651.0,21.5434375
Amarawati,SESAMUM,2.1,0.6,651.0,21.5434375
Amarawati,SUNFLOWER,3.5,0.9,651.0,21.5434375
Amarawati,SOYABEAN,115.1,118.0,651.0,21.5434375
Amarawati,OILSEEDS,152.5,135.4,651.0,21.5434375
Amarawati,SUGARCANE,2.4,23.95,651.0,21.5434375
Amarawati,COTTON,347.9,20.18,651.0,21.5434375
Amarawati,RICE,9.0,5.5,651.0,21.5434375
Amarawati,KHARIF SORGHUM,124.4,181.3,651.0,21.5434375
Amarawati,PEARL MILLET,2.0,0.8,651.0,21.5434375
Amarawati,MAIZE,0.7,1.0,651.0,21.5434375
Amarawati,FINGER MILLET,0.0,0.0,651.0,21.5434375
Amarawati,PIGEONPEA,78.5,57.7,651.0,21.5434375
Amarawati,MINOR PULSES,63.6,23.7,651.0,21.5434375
Amarawati,GROUNDNUT,13.1,11.7,651.0,21.5434375
Amarawati,SESAMUM,2.1,0.6,651.0,21.5434375
Amarawati,SUNFLOWER,3.5,0.9,651.0,21.5434375
Amarawati,SOYABEAN,115.1,118.0,651.0,21.5434375
Amarawati,OILSEEDS,152.5,135.4,651.0,21.5434375
Amarawati,SUGARCANE,2.4,23.95,651.0,21.5434375
Amarawati,COTTON,347.9,20.18,651.0,21.5434375
Aurangabad,RICE,3.5,4.5,,
Aurangabad,KHARIF SORGHUM,64.4,71.8,,
Aurangabad,PEARL MILLET,229.5,180.5,,
Aurangabad,MAIZE,73.4,109.7,,
Aurangabad,FINGER MILLET,0.0,0.0,,
Aurangabad,PIGEONPEA,76.3,9.5,,
Aurangabad,MINOR PULSES,117.0,29.5,,
Aurangabad,GROUNDNUT,18.2,10.9,,
Aurangabad,SESAMUM,9.1,1.7,,
Aurangabad,SUNFLOWER,32.1,11.3,,
Aurangabad,SOYABEAN,6.5,4.6,,
Aurangabad,OILSEEDS,158.6,33.5,,
Aurangabad,SUGARCANE,15.9,156.45,,
Aurangabad,COTTON,317.0,34.02,,
Aurangabad,RICE,3.5,4.5,,
Aurangabad,KHARIF SORGHUM,64.4,71.8,,
Aurangabad,PEARL MILLET,229.5,180.5,,
Aurangabad,MAIZE,73.4,109.7,,
Aurangabad,FINGER MILLET,0.0,0.0,,
Aurangabad,PIGEONPEA,76.3,9.5,,
Aurangabad,MINOR PULSES,117.0,29.5,,
Aurangabad,GROUNDNUT,18.2,10.9,,
Aurangabad,SESAMUM,9.1,1.7,,
Aurangabad,SUNFLOWER,32.1,11.3,,
Aurangabad,SOYABEAN,6.5,4.6,,
Aurangabad,OILSEEDS,158.6,33.5,,
Aurangabad,SUGARCANE,15.9,156.45,,
Aurangabad,COTTON,317.0,34.02,,
Beed,RICE,5.2,8.0,413.8,20.46
Beed,KHARIF SORGHUM,80.2,61.5,413.8,20.46
Beed,PEARL MILLET,162.6,83.8,413.8,20.46
Beed,MAIZE,4.7,7.0,413.8,20.46
Beed,FINGER MILLET,0.0,0.0,413.8,20.46
Beed,PIGEONPEA,47.0,7.7,413.8,20.46
Beed,MINOR PULSES,40.8,9.2,413.8,20.46
Beed,GROUNDNUT,20.6,7.7,413.8,20.46
Beed,SESAMUM,7.7,1.4,413.8,20.46
Beed,SUNFLOWER,41.7,15.7,413.8,20.46
Beed,SOYABEAN,2.0,0.5,413.8,20.46
Beed,OILSEEDS,118.1,28.0,413.8,20.46
Beed,SUGARCANE,9.4,116.18,413.8,20.46
Beed,COTTON,92.3,9.04,413.8,20.46
Beed,RICE,5.2,8.0,413.8,20.46
Beed,KHARIF SORGHUM,80.2,61.5,413.8,20.46
Beed,PEARL MILLET,162.6,83.8,413.8,20.46
Beed,MAIZE,4.7,7.0,413.8,20.46
Beed,FINGER MILLET,0.0,0.0,413.8,20.46
Beed,PIGEONPEA,47.0,7.7,413.8,20.46
Beed,MINOR PULSES,40.8,9.2,413.8,20.46
Beed,GROUNDNUT,20.6,7.7,413.8,20.46
Beed,SESAMUM,7.7,1.4,413.8,20.46
Beed,SUNFLOWER,41.7,15.7,413.8,20.46
Beed,SOYABEAN,2.0,0.5,413.8,20.46
Beed,OILSEEDS,118.1,28.0,413.8,20.46
Beed,SUGARCANE,9.4,116.18,413.8,20.46
Beed,COTTON,92.3,9.04,413.8,20.46
Bhandara,RICE,286.7,359.5,930.4,22.7734375
Bhandara,KHARIF SORGHUM,0.4,0.3,930.4,22.7734375
Bhandara,PEARL MILLET,0.0,0.0,930.4,22.7734375
Bhandara,MAIZE,0.2,0.3,930.4,22.7734375
Bhandara,FINGER MILLET,0.0,0.0,930.4,22.7734375
Bhandara,PIGEONPEA,9.1,2.4,930.4,22.7734375
Bhandara,MINOR PULSES,52.5,19.2,930.4,22.7734375
Bhandara,GROUNDNUT,0.4,0.5,930.4,22.7734375
Bhandara,SESAMUM,5.8,0.5,930.4,22.7734375
Bhandara,SUNFLOWER,0.2,0.0,930.4,22.7734375
Bhandara,SOYABEAN,20.6,19.7,930.4,22.7734375
Bhandara,OILSEEDS,46.6,15.2,930.4,22.7734375
Bhandara,SUGARCANE,2.4,29.13,930.4,22.7734375
Bhandara,COTTON,0.0,0.0,930.4,22.7734375
Bhandara,RICE,286.7,359.5,930.4,22.7734375
Bhandara,KHARIF SORGHUM,0.4,0.3,930.4,22.7734375
Bhandara,PEARL MILLET,0.0,0.0,930.4,22.7734375
Bhandara,MAIZE,0.2,0.3,930.4,22.7734375
Bhandara,FINGER MILLET,0.0,0.0,930.4,22.7734375
Bhandara,PIGEONPEA,9.1,2.4,930.4,22.7734375
Bhandara,MINOR PULSES,52.5,19.2,930.4,22.7734375
Bhandara,GROUNDNUT,0.4,0.5,930.4,22.7734375
Bhandara,SESAMUM,5.8,0.5,930.4,22.7734375
Bhandara,SUNFLOWER,0.2,0.0,930.4,22.7734375
Bhandara,SOYABEAN,20.6,19.7,930.4,22.7734375
Bhandara,OILSEEDS,46.6,15.2,930.4,22.7734375
Bhandara,SUGARCANE,2.4,29.13,930.4,22.7734375
Bhandara,COTTON,0.0,0.0,930.4,22.7734375
Bombay,RICE,0.0,0.0,,
Bombay,KHARIF SORGHUM,0.0,0.0,,
Bombay,PEARL MILLET,0.0,0.0,,
Bombay,MAIZE,0.0,0.0,,
Bombay,FINGER MILLET,0.0,0.0,,
Bombay,PIGEONPEA,0.0,0.0,,
Bombay,MINOR PULSES,0.0,0.0,,
Bombay,GROUNDNUT,0.0,0.0,,
Bombay,SESAMUM,0.0,0.0,,
Bombay,SUNFLOWER,0.0,0.0,,
Bombay,SOYABEAN,0.0,0.0,,
Bombay,OILSEEDS,0.0,0.0,,
Bombay,SUGARCANE,0.0,0.0,,
Bombay,COTTON,0.0,0.0,,
Bombay,RICE,0.0,0.0,,
Bombay,KHARIF SORGHUM,0.0,0.0,,
Bombay,PEARL MILLET,0.0,0.0,,
Bombay,MAIZE,0.0,0.0,,
Bombay,FINGER MILLET,0.0,0.0,,
Bombay,PIGEONPEA,0.0,0.0,,
Bombay,MINOR PULSES,0.0,0.0,,
Bombay,GROUNDNUT,0.0,0.0,,
Bombay,SESAMUM,0.0,0.0,,
Bombay,SUNFLOWER,0.0,0.0,,
Bombay,SOYABEAN,0.0,0.0,,
Bombay,OILSEEDS,0.0,0.0,,
Bombay,SUGARCANE,0.0,0.0,,
Bombay,COTTON,0.0,0.0,,
Buldhana,RICE,0.7,0.3,664.4,21.4371875
Buldhana,KHARIF SORGHUM,164.0,197.9,664.4,21.4371875
Buldhana,PEARL MILLET,10.9,4.6,664.4,21.4371875
Buldhana,MAIZE,13.9,20.8,664.4,21.4371875
Buldhana,FINGER MILLET,0.0,0.0,664.4,21.4371875
Buldhana,PIGEONPEA,60.0,28.2,664.4,21.4371875
Buldhana,MINOR PULSES,139.3,39.7,664.4,21.4371875
Buldhana,GROUNDNUT,5.2,3.6,664.4,21.4371875
Buldhana,SESAMUM,8.5,2.6,664.4,21.4371875
Buldhana,SUNFLOWER,12.3,3.7,664.4,21.4371875
Buldhana,SOYABEAN,38.3,31.0,664.4,21.4371875
Buldhana,OILSEEDS,104.0,44.0,664.4,21.4371875
Buldhana,SUGARCANE,0.5,6.87,664.4,21.4371875
Buldhana,COTTON,267.9,20.62,664.4,21.4371875
Buldhana,RICE,0.7,0.3,664.4,21.4371875
Buldhana,KHARIF SORGHUM,164.0,197.9,664.4,21.4371875
Buldhana,PEARL MILLET,10.9,4.6,664.4,21.4371875
Buldhana,MAIZE,13.9,20.8,664.4,21.4371875
Buldhana,FINGER MILLET,0.0,0.0,664.4,21.4371875
Buldhana,PIGEONPEA,60.0,28.2,664.4,21.4371875
Buldhana,MINOR PULSES,139.3,39.7,664.4,21.4371875
Buldhana,GROUNDNUT,5.2,3.6,664.4,21.4371875
Buldhana,SESAMUM,8.5,2.6,664.4,21.4371875
Buldhana,SUNFLOWER,12.3,3.7,664.4,21.4371875
Buldhana,SOYABEAN,38.3,31.0,664.4,21.4371875
Buldhana,OILSEEDS,104.0,44.0,664.4,21.4371875
Buldhana,SUGARCANE,0.5,6.87,664.4,21.4371875
Buldhana,COTTON,267.9,20.62,664.4,21.4371875
Chandrapur,RICE,280.1,348.1,749.1,22.93
Chandrapur,KHARIF SORGHUM,23.6,14.6,749.1,22.93
Chandrapur,PEARL MILLET,0.1,0.1,749.1,22.93
Chandrapur,MAIZE,2.1,3.1,749.1,22.93
Chandrapur,FINGER MILLET,0.0,0.0,749.1,22.93
Chandrapur,PIGEONPEA,33.3,10.5,749.1,22.93
Chandrapur,MINOR PULSES,65.9,25.4,749.1,22.93
Chandrapur,GROUNDNUT,0.8,0.8,749.1,22.93
Chandrapur,SESAMUM,13.6,1.1,749.1,22.93
Chandrapur,SUNFLOWER,1.0,0.2,749.1,22.93
Chandrapur,SOYABEAN,58.1,73.7,749.1,22.93
Chandrapur,OILSEEDS,114.6,139.7,749.1,22.93
Chandrapur,SUGARCANE,0.0,0.0,749.1,22.93
Chandrapur,COTTON,52.8,5.49,749.1,22.93
Chandrapur,RICE,280.1,348.1,749.1,22.93
Chandrapur,KHARIF SORGHUM,23.6,14.6,749.1,22.93
Chandrapur,PEARL MILLET,0.1,0.1,749.1,22.93
Chandrapur,MAIZE,2.1,3.1,749.1,22.93
Chandrapur,FINGER MILLET,0.0,0.0,749.1,22.93
Chandrapur,PIGEONPEA,33.3,10.5,749.1,22.93
Chandrapur,MINOR PULSES,65.9,25.4,749.1,22.93
Chandrapur,GROUNDNUT,0.8,0.8,749.1,22.93
Chandrapur,SESAMUM,13.6,1.1,749.1,22.93
Chandrapur,SUNFLOWER,1.0,0.2,749.1,22.93
Chandrapur,SOYABEAN,58.1,73.7,749.1,22.93
Chandrapur,OILSEEDS,114.6,139.7,749.1,22.93
Chandrapur,SUGARCANE,0.0,0.0,749.1,22.93
Chandrapur,COTTON,52.8,5.49,749.1,22.93
Dhule,RICE,32.4,27.1,359.0,22.088125
Dhule,KHARIF SORGHUM,67.2,84.9,359.0,22.088125
Dhule,PEARL MILLET,174.0,161.7,359.0,22.088125
Dhule,MAIZE,19.8,34.7,359.0,22.088125
Dhule,FINGER MILLET,7.4,10.2,359.0,22.088125
Dhule,PIGEONPEA,28.4,17.9,359.0,22.088125
Dhule,MINOR PULSES,95.2,65.5,359.0,22.088125
Dhule,GROUNDNUT,80.8,74.2,359.0,22.088125
Dhule,SESAMUM,9.7,3.6,359.0,22.088125
Dhule,SUNFLOWER,0.8,0.6,359.0,22.088125
Dhule,SOYABEAN,3.5,4.2,359.0,22.088125
Dhule,OILSEEDS,97.8,75.2,359.0,22.088125
Dhule,SUGARCANE,9.8,81.43,359.0,22.088125
Dhule,COTTON,92.6,15.83,359.0,22.088125
Dhule,RICE,32.4,27.1,359.0,22.088125
Dhule,KHARIF SORGHUM,67.2,84.9,359.0,22.088125
Dhule,PEARL MILLET,174.0,161.7,359.0,22.088125
Dhule,MAIZE,19.8,34.7,359.0,22.088125
Dhule,FINGER MILLET,7.4,10.2,359.0,22.088125
Dhule,PIGEONPEA,28.4,17.9,359.0,22.088125
Dhule,MINOR PULSES,95.2,65.5,359.0,22.088125
Dhule,GROUNDNUT,80.8,74.2,359.0,22.088125
Dhule,SESAMUM,9.7,3.6,359.0,22.088125
Dhule,SUNFLOWER,0.8,0.6,359.0,22.088125
Dhule,SOYABEAN,3.5,4.2,359.0,22.088125
Dhule,OILSEEDS,97.8,75.2,359.0,22.088125
Dhule,SUGARCANE,9.8,81.43,359.0,22.088125
Dhule,COTTON,92.6,15.83,359.0,22.088125
Jalgaon,RICE,1.7,1.6,628.2,21.9521875
Jalgaon,KHARIF SORGHUM,153.9,312.2,628.2,21.9521875
Jalgaon,PEARL MILLET,80.8,93.6,628.2,21.9521875
Jalgaon,MAIZE,8.5,12.7,628.2,21.9521875
Jalgaon,FINGER MILLET,0.0,0.0,628.2,21.9521875
Jalgaon,PIGEONPEA,24.3,7.4,628.2,21.9521875
Jalgaon,MINOR PULSES,106.2,57.5,628.2,21.9521875
Jalgaon,GROUNDNUT,23.5,23.5,628.2,21.9521875
Jalgaon,SESAMUM,27.9,10.4,628.2,21.9521875
Jalgaon,SUNFLOWER,2.1,1.8,628.2,21.9521875
Jalgaon,SOYABEAN,3.3,3.9,628.2,21.9521875
Jalgaon,OILSEEDS,60.9,35.8,628.2,21.9521875
Jalgaon,SUGARCANE,16.0,84.37,628.2,21.9521875
Jalgaon,COTTON,287.8,53.24,628.2,21.9521875
Jalgaon,RICE,1.7,1.6,628.2,21.9521875
Jalgaon,KHARIF SORGHUM,153.9,312.2,628.2,21.9521875
Jalgaon,PEARL MILLET,80.8,93.6,628.2,21.9521875
Jalgaon,MAIZE,8.5,12.7,628.2,21.9521875
Jalgaon,FINGER MILLET,0.0,0.0,628.2,21.9521875
Jalgaon,PIGEONPEA,24.3,7.4,628.2,21.9521875
Jalgaon,MINOR PULSES,106.2,57.5,628.2,21.9521875
Jalgaon,GROUNDNUT,23.5,23.5,628.2,21.9521875
Jalgaon,SESAMUM,27.9,10.4,628.2,21.9521875
Jalgaon,SUNFLOWER,2.1,1.8,628.2,21.9521875
Jalgaon,SOYABEAN,3.3,3.9,628.2,21.9521875
Jalgaon,OILSEEDS,60.9,35.8,628.2,21.9521875
Jalgaon,SUGARCANE,16.0,84.37,628.2,21.9521875
Jalgaon,COTTON,287.8,53.24,628.2,21.9521875
Kolhapur,RICE,110.1,252.9,947.0,19.8290625
Kolhapur,KHARIF SORGHUM,16.2,23.4,947.0,19.8290625
Kolhapur,PEARL MILLET,0.3,0.1,947.0,19.8290625
Kolhapur,MAIZE,3.8,5.7,947.0,19.8290625
Kolhapur,FINGER MILLET,23.8,23.4,947.0,19.8290625
Kolhapur,PIGEONPEA,2.7,0.7,947.0,19.8290625
Kolhapur,MINOR PULSES,13.7,5.4,947.0,19.8290625
Kolhapur,GROUNDNUT,47.3,79.0,947.0,19.8290625
Kolhapur,SESAMUM,2.3,0.3,947.0,19.8290625
Kolhapur,SUNFLOWER,0.2,0.2,947.0,19.8290625
Kolhapur,SOYABEAN,53.0,53.6,947.0,19.8290625
Kolhapur,OILSEEDS,109.3,161.6,947.0,19.8290625
Kolhapur,SUGARCANE,83.7,659.49,947.0,19.8290625
Kolhapur,COTTON,0.1,0.03,947.0,19.8290625
Kolhapur,RICE,110.1,252.9,947.0,19.8290625
Kolhapur,KHARIF SORGHUM,16.2,23.4,947.0,19.8290625
Kolhapur,PEARL MILLET,0.3,0.1,947.0,19.8290625
Kolhapur,MAIZE,3.8,5.7,947.0,19.8290625
Kolhapur,FINGER MILLET,23.8,23.4,947.0,19.8290625
Kolhapur,PIGEONPEA,2.7,0.7,947.0,19.8290625
Kolhapur,MINOR PULSES,13.7,5.4,947.0,19.8290625
Kolhapur,GROUNDNUT,47.3,79.0,947.0,19.8290625
Kolhapur,SESAMUM,2.3,0.3,947.0,19.8290625
Kolhapur,SUNFLOWER,0.2,0.2,947.0,19.8290625
Kolhapur,SOYABEAN,53.0,53.6,947.0,19.8290625
Kolhapur,OILSEEDS,109.3,161.6,947.0,19.8290625
Kolhapur,SUGARCANE,83.7,659.49,947.0,19.8290625
Kolhapur,COTTON,0.1,0.03,947.0,19.8290625
Nagpur,RICE,53.5,43.6,743.8,22.16
Nagpur,KHARIF SORGHUM,60.7,53.2,743.8,22.16
Nagpur,PEARL MILLET,0.1,0.1,743.8,22.16
Nagpur,MAIZE,0.3,0.4,743.8,22.16
Nagpur,FINGER MILLET,0.0,0.0,743.8,22.16
Nagpur,PIGEONPEA,49.6,9.1,743.8,22.16
Nagpur,MINOR PULSES,24.0,8.3,743.8,22.16
Nagpur,GROUNDNUT,14.9,13.0,743.8,22.16
Nagpur,SESAMUM,1.3,0.2,743.8,22.16
Nagpur,SUNFLOWER,0.3,1.1,743.8,22.16
Nagpur,SOYABEAN,251.7,181.2,743.8,22.16
Nagpur,OILSEEDS,283.5,188.0,743.8,22.16
Nagpur,SUGARCANE,0.85,3.36,743.8,22.16
Nagpur,COTTON,58.7,4.81,743.8,22.16
Nagpur,RICE,53.5,43.6,743.8,22.16
Nagpur,KHARIF SORGHUM,60.7,53.2,743.8,22.16
Nagpur,PEARL MILLET,0.1,0.1,743.8,22.16
Nagpur,MAIZE,0.3,0.4,743.8,22.16
Nagpur,FINGER MILLET,0.0,0.0,743.8,22.16
Nagpur,PIGEONPEA,49.6,9.1,743.8,22.16
Nagpur,MINOR PULSES,24.0,8.3,743.8,22.16
Nagpur,GROUNDNUT,14.9,13.0,743.8,22.16
Nagpur,SESAMUM,1.3,0.2,743.8,22.16
Nagpur,SUNFLOWER,0.3,1.1,743.8,22.16
Nagpur,SOYABEAN,251.7,181.2,743.8,22.16
Nagpur,OILSEEDS,283.5,188.0,743.8,22.16
Nagpur,SUGARCANE,0.85,3.36,743.8,22.16
Nagpur,COTTON,58.7,4.81,743.8,22.16
Nanded,RICE,34.5,20.3,775.2,21.87
Nanded,KHARIF SORGHUM,208.2,229.1,775.2,21.87
Nanded,PEARL MILLET,0.9,0.4,775.2,21.87
Nanded,MAIZE,0.6,0.9,775.2,21.87
Nanded,FINGER MILLET,0.0,0.0,775.2,21.87
Nanded,PIGEONPEA,43.7,5.7,775.2,21.87
Nanded,MINOR PULSES,88.5,17.0,775.2,21.87
Nanded,GROUNDNUT,6.7,4.0,775.2,21.87
Nanded,SESAMUM,8.1,1.9,775.2,21.87
Nanded,SUNFLOWER,26.1,11.1,775.2,21.87
Nanded,SOYABEAN,10.8,11.7,775.2,21.87
Nanded,OILSEEDS,67.7,27.2,775.2,21.87
Nanded,SUGARCANE,9.9,176.95,775.2,21.87
Nanded,COTTON,278.9,14.79,775.2,21.87
Nanded,RICE,34.5,20.3,775.2,21.87
Nanded,KHARIF SORGHUM,208.2,229.1,775.2,21.87
Nanded,PEARL MILLET,0.9,0.4,775.2,21.87
Nanded,MAIZE,0.6,0.9,775.2,21.87
Nanded,FINGER MILLET,0.0,0.0,775.2,21.87
Nanded,PIGEONPEA,43.7,5.7,775.2,21.87
Nanded,MINOR PULSES,88.5,17.0,775.2,21.87
Nanded,GROUNDNUT,6.7,4.0,775.2,21.87
Nanded,SESAMUM,8.1,1.9,775.2,21.87
Nanded,SUNFLOWER,26.1,11.1,775.2,21.87
Nanded,SOYABEAN,10.8,11.7,775.2,21.87
Nanded,OILSEEDS,67.7,27.2,775.2,21.87
Nanded,SUGARCANE,9.9,176.95,775.2,21.87
Nanded,COTTON,278.9,14.79,775.2,21.87
Nasik,RICE,44.2,59.1,669.0,20.6328125
Nasik,KHARIF SORGHUM,19.4,23.8,669.0,20.6328125
Nasik,PEARL MILLET,337.2,211.6,669.0,20.6328125
Nasik,MAIZE,16.8,25.1,669.0,20.6328125
Nasik,FINGER MILLET,49.5,42.6,669.0,20.6328125
Nasik,PIGEONPEA,8.5,4.1,669.0,20.6328125
Nasik,MINOR PULSES,49.5,25.2,669.0,20.6328125
Nasik,GROUNDNUT,46.3,38.5,669.0,20.6328125
Nasik,SESAMUM,0.6,0.3,669.0,20.6328125
Nasik,SUNFLOWER,1.0,0.9,669.0,20.6328125
Nasik,SOYABEAN,2.6,2.7,669.0,20.6328125
Nasik,OILSEEDS,73.5,52.9,669.0,20.6328125
Nasik,SUGARCANE,12.4,117.12,669.0,20.6328125
Nasik,COTTON,6.0,0.92,669.0,20.6328125
Nasik,RICE,44.2,59.1,669.0,20.6328125
Nasik,KHARIF SORGHUM,19.4,23.8,669.0,20.6328125
Nasik,PEARL MILLET,337.2,211.6,669.0,20.6328125
Nasik,MAIZE,16.8,25.1,669.0,20.6328125
Nasik,FINGER MILLET,49.5,42.6,669.0,20.6328125
Nasik,PIGEONPEA,8.5,4.1,669.0,20.6328125
Nasik,MINOR PULSES,49.5,25.2,669.0,20.6328125
Nasik,GROUNDNUT,46.3,38.5,669.0,20.6328125
Nasik,SESAMUM,0.6,0.3,669.0,20.6328125
Nasik,SUNFLOWER,1.0,0.9,669.0,20.6328125
Nasik,SOYABEAN,2.6,2.7,669.0,20.6328125
Nasik,OILSEEDS,73.5,52.9,669.0,20.6328125
Nasik,SUGARCANE,12.4,117.12,669.0,20.6328125
Nasik,COTTON,6.0,0.92,669.0,20.6328125
Osmanabad,RICE,37.5,10.2,352.9,20.28875
Osmanabad,KHARIF SORGHUM,266.1,241.8,352.9,20.28875
Osmanabad,PEARL MILLET,27.1,8.9,352.9,20.28875
Osmanabad,MAIZE,7.2,5.6,352.9,20.28875
Osmanabad,FINGER MILLET,0.1,0.1,352.9,20.28875
Osmanabad,PIGEONPEA,145.5,6.2,352.9,20.28875
Osmanabad,MINOR PULSES,168.9,30.1,352.9,20.28875
Osmanabad,GROUNDNUT,37.5,13.0,352.9,20.28875
Osmanabad,SESAMUM,22.6,4.3,352.9,20.28875
Osmanabad,SUNFLOWER,155.0,41.8,352.9,20.28875
Osmanabad,SOYABEAN,25.2,13.6,352.9,20.28875
Osmanabad,OILSEEDS,353.2,69.2,352.9,20.28875
Osmanabad,SUGARCANE,14.4,158.02,352.9,20.28875
Osmanabad,COTTON,33.7,2.59,352.9,20.28875
Osmanabad,RICE,37.5,10.2,352.9,20.28875
Osmanabad,KHARIF SORGHUM,266.1,241.8,352.9,20.28875
Osmanabad,PEARL MILLET,27.1,8.9,352.9,20.28875
Osmanabad,MAIZE,7.2,5.6,352.9,20.28875
Osmanabad,FINGER MILLET,0.1,0.1,352.9,20.28875
Osmanabad,PIGEONPEA,145.5,6.2,352.9,20.28875
Osmanabad,MINOR PULSES,168.9,30.1,352.9,20.28875
Osmanabad,GROUNDNUT,37.5,13.0,352.9,20.28875
Osmanabad,SESAMUM,22.6,4.3,352.9,20.28875
Osmanabad,SUNFLOWER,155.0,41.8,352.9,20.28875
Osmanabad,SOYABEAN,25.2,13.6,352.9,20.28875
Osmanabad,OILSEEDS,353.2,69.2,352.9,20.28875
Osmanabad,SUGARCANE,14.4,158.02,352.9,20.28875
Osmanabad,COTTON,33.7,2.59,352.9,20.28875
Parbhani,RICE,15.2,7.0,405.0,21.3946875
Parbhani,KHARIF SORGHUM,184.4,258.0,405.0,21.3946875
Parbhani,PEARL MILLET,9.4,4.3,405.0,21.3946875
Parbhani,MAIZE,1.5,2.2,405.0,21.3946875
Parbhani,FINGER MILLET,0.0,0.0,405.0,21.3946875
Parbhani,PIGEONPEA,73.0,3.6,405.0,21.3946875
Parbhani,MINOR PULSES,104.8,8.3,405.0,21.3946875
Parbhani,GROUNDNUT,15.0,12.1,405.0,21.3946875
Parbhani,SESAMUM,7.0,1.4,405.0,21.3946875
Parbhani,SUNFLOWER,25.8,9.8,405.0,21.3946875
Parbhani,SOYABEAN,12.4,13.4,405.0,21.3946875
Parbhani,OILSEEDS,147.1,33.7,405.0,21.3946875
Parbhani,SUGARCANE,13.4,115.9,405.0,21.3946875
Parbhani,COTTON,283.2,27.47,405.0,21.3946875
